id_veiculo,id_loja,marca_veiculo,modelo_veiculo,situacao_veiculo
183,21,Dodge,Challenger,ATIVO
184,63,Duster,360,INATIVO
185,88,Fiat,X1-9,ATIVO
186,43,Merc,450SLC,ATIVO
187,54,Merc,280,ATIVO
188,55,Datsun,710,ATIVO
189,43,Merc,280C,ATIVO
190,88,Honda,Civic,ATIVO
191,63,Fiat,128,ATIVO
192,30,Toyota,Corolla,ATIVO
193,23,Datsun,710,ATIVO
194,48,Merc,450SLC,INATIVO
195,17,Lincoln,Continental,ATIVO
196,77,Lincoln,Continental,ATIVO
197,81,Ford,Pantera,ATIVO
198,78,Pontiac,Firebird,ATIVO
199,84,Toyota,Corona,ATIVO
200,18,Mazda,RX4,ATIVO
201,30,Hornet,Sportabout,ATIVO
202,43,Chrysler,Imperial,ATIVO
203,44,Dodge,Challenger,ATIVO
204,69,Ford,Pantera,ATIVO
205,66,Porsche,914-2,ATIVO
206,31,Honda,Civic,ATIVO
207,7,Maserati,Bora,ATIVO
208,45,Pontiac,Firebird,ATIVO
209,10,Maserati,Bora,INATIVO
210,78,Ferrari,Dino,ATIVO
211,86,Merc,450SE,ATIVO
212,68,Ford,Pantera,ATIVO
213,51,Dodge,Challenger,ATIVO
214,23,Merc,240D,ATIVO
215,92,Merc,230,ATIVO
216,31,Merc,450SE,ATIVO
217,3,Datsun,710,ATIVO
218,94,Fiat,X1-9,ATIVO
219,68,Datsun,710,ATIVO
220,23,Fiat,128,ATIVO
221,100,Merc,280C,ATIVO
222,29,Mazda,RX4,ATIVO
223,31,Merc,450SL,ATIVO
224,90,Chrysler,Imperial,ATIVO
225,66,Camaro,Z28,ATIVO
226,95,Merc,450SL,ATIVO
227,63,Honda,Civic,ATIVO
228,77,Ford,Pantera,ATIVO
229,53,Camaro,Z28,ATIVO
230,94,Merc,240D,ATIVO
231,17,Dodge,Challenger,ATIVO
232,34,Chrysler,Imperial,ATIVO
233,18,Duster,360,ATIVO
234,6,Ford,Pantera,ATIVO
235,37,Chrysler,Imperial,INATIVO
236,72,Hornet,Sportabout,ATIVO
237,66,Merc,280C,ATIVO
238,9,Merc,280,ATIVO
239,11,Merc,280,ATIVO
240,31,Ferrari,Dino,ATIVO
241,63,Merc,230,ATIVO
242,46,Hornet,Sportabout,ATIVO
243,52,Toyota,Corolla,ATIVO
244,83,Merc,450SLC,ATIVO
245,80,Merc,280,ATIVO
246,34,Duster,360,ATIVO
247,19,Toyota,Corona,ATIVO
248,65,Cadillac,Fleetwood,ATIVO
249,45,Mazda,RX4,ATIVO
250,25,Honda,Civic,ATIVO
251,77,Ferrari,Dino,ATIVO
252,89,Chrysler,Imperial,ATIVO
253,65,Duster,360,ATIVO
254,46,Toyota,Corolla,ATIVO
255,90,Merc,240D,ATIVO
256,7,Merc,280C,ATIVO
257,99,Merc,450SE,ATIVO
258,19,Pontiac,Firebird,ATIVO
259,67,Chrysler,Imperial,ATIVO
260,7,Toyota,Corolla,ATIVO
261,19,Duster,360,INATIVO
262,74,Datsun,710,ATIVO
263,82,Chrysler,Imperial,ATIVO
264,58,Fiat,128,ATIVO
265,63,Fiat,128,ATIVO
266,31,Ford,Pantera,ATIVO
267,15,Hornet,Sportabout,ATIVO
268,55,Merc,230,ATIVO
269,11,Toyota,Corona,ATIVO
270,83,Ferrari,Dino,ATIVO
271,82,Duster,360,ATIVO
272,67,Merc,450SE,ATIVO
273,23,Chrysler,Imperial,ATIVO
274,52,Fiat,128,ATIVO
275,45,Datsun,710,ATIVO
276,71,Volvo,142E,ATIVO
277,86,Lincoln,Continental,ATIVO
278,66,Lincoln,Continental,ATIVO
279,64,Merc,280,ATIVO
280,50,Merc,280C,ATIVO
281,94,Lotus,Europa,ATIVO
282,77,Cadillac,Fleetwood,ATIVO
283,70,AMC,Javelin,ATIVO
284,30,Ford,Pantera,ATIVO
285,85,Mazda,RX4,ATIVO
286,80,Ford,Pantera,ATIVO
287,79,Duster,360,ATIVO
288,74,Merc,450SL,ATIVO
289,24,Toyota,Corolla,ATIVO
290,85,Toyota,Corona,ATIVO
291,4,Porsche,914-2,ATIVO
292,40,Mazda,RX4,ATIVO
293,84,Chrysler,Imperial,ATIVO
294,99,Toyota,Corolla,ATIVO
295,14,Lincoln,Continental,ATIVO
296,68,Merc,280C,ATIVO
297,69,Honda,Civic,ATIVO
298,64,Lotus,Europa,ATIVO
299,14,Lotus,Europa,ATIVO
300,74,Camaro,Z28,ATIVO
301,73,Fiat,X1-9,ATIVO
302,11,Merc,280C,ATIVO
303,26,Dodge,Challenger,ATIVO
304,80,Dodge,Challenger,ATIVO
305,62,Chrysler,Imperial,ATIVO
306,67,Merc,450SLC,ATIVO
307,59,Maserati,Bora,ATIVO
308,99,Honda,Civic,ATIVO
309,63,Merc,280,ATIVO
310,86,Cadillac,Fleetwood,ATIVO
311,16,Fiat,128,ATIVO
312,26,Toyota,Corona,ATIVO
313,64,Fiat,128,ATIVO
314,49,Toyota,Corolla,ATIVO
315,62,Merc,240D,ATIVO
316,5,Datsun,710,ATIVO
317,75,Maserati,Bora,ATIVO
318,62,Volvo,142E,ATIVO
319,97,Dodge,Challenger,ATIVO
320,10,Cadillac,Fleetwood,ATIVO
321,23,Hornet,Sportabout,ATIVO
322,46,Merc,450SLC,ATIVO
323,31,Hornet,Sportabout,ATIVO
324,90,Porsche,914-2,ATIVO
325,100,Merc,450SLC,ATIVO
326,78,Merc,450SL,ATIVO
327,75,Lincoln,Continental,ATIVO
328,86,Merc,450SL,ATIVO
329,71,Toyota,Corolla,INATIVO
330,37,Volvo,142E,ATIVO
331,22,Mazda,RX4,ATIVO
332,68,AMC,Javelin,ATIVO
333,93,Porsche,914-2,ATIVO
334,80,Merc,450SL,ATIVO
335,11,Fiat,X1-9,ATIVO
336,37,Maserati,Bora,ATIVO
337,83,Lotus,Europa,ATIVO
338,15,Toyota,Corona,ATIVO
339,80,Maserati,Bora,ATIVO
340,70,Ford,Pantera,ATIVO
341,12,Fiat,X1-9,ATIVO
342,25,Chrysler,Imperial,ATIVO
343,95,Merc,280C,ATIVO
344,16,Ford,Pantera,ATIVO
345,84,Merc,450SE,ATIVO
346,30,Cadillac,Fleetwood,ATIVO
347,23,Lincoln,Continental,ATIVO
348,54,Fiat,X1-9,ATIVO
349,97,Chrysler,Imperial,ATIVO
350,83,Pontiac,Firebird,ATIVO
351,8,Datsun,710,ATIVO
352,51,Mazda,RX4,ATIVO
353,36,Merc,450SE,ATIVO
354,18,Maserati,Bora,ATIVO
355,70,Ford,Pantera,ATIVO
356,7,Hornet,4,ATIVO
357,6,Merc,240D,ATIVO
358,43,Fiat,X1-9,ATIVO
359,41,Hornet,Sportabout,ATIVO
360,66,Lotus,Europa,ATIVO
361,77,Volvo,142E,ATIVO
362,69,Camaro,Z28,INATIVO
363,56,Merc,240D,ATIVO
364,9,Merc,450SLC,ATIVO
365,29,Lincoln,Continental,ATIVO
366,3,Mazda,RX4,ATIVO
367,29,Merc,280,ATIVO
368,38,Cadillac,Fleetwood,ATIVO
369,98,Chrysler,Imperial,ATIVO
370,67,Mazda,RX4,ATIVO
371,30,Merc,450SE,ATIVO
372,87,Toyota,Corona,ATIVO
373,5,Merc,230,INATIVO
374,6,Fiat,X1-9,INATIVO
375,74,Cadillac,Fleetwood,ATIVO
376,82,Toyota,Corona,ATIVO
377,58,Camaro,Z28,ATIVO
378,69,Dodge,Challenger,ATIVO
379,28,AMC,Javelin,ATIVO
380,13,Hornet,4,ATIVO
381,47,Toyota,Corolla,ATIVO
382,75,Merc,280C,ATIVO
383,12,Toyota,Corona,ATIVO
384,1,Duster,360,ATIVO
385,96,Maserati,Bora,ATIVO
386,41,Maserati,Bora,ATIVO
387,61,Merc,450SL,ATIVO
388,61,Cadillac,Fleetwood,ATIVO
389,46,Ford,Pantera,ATIVO
390,56,Merc,280,INATIVO
391,41,Merc,450SLC,ATIVO
392,9,Toyota,Corona,ATIVO
393,29,Toyota,Corolla,ATIVO
394,83,Toyota,Corona,ATIVO
395,9,Datsun,710,ATIVO
396,85,Hornet,4,INATIVO
397,84,Merc,450SLC,ATIVO
398,76,Merc,280,ATIVO
399,91,Volvo,142E,ATIVO
400,21,Duster,360,ATIVO
401,89,Lincoln,Continental,ATIVO
402,61,Merc,230,ATIVO
403,29,Volvo,142E,ATIVO
404,44,Datsun,710,ATIVO
405,75,Camaro,Z28,ATIVO
406,62,Dodge,Challenger,ATIVO
407,31,Pontiac,Firebird,ATIVO
408,84,AMC,Javelin,ATIVO
409,48,Toyota,Corona,ATIVO
410,8,Merc,280C,ATIVO
411,69,Volvo,142E,ATIVO
412,91,Toyota,Corolla,ATIVO
413,80,Merc,450SE,ATIVO
414,14,Porsche,914-2,ATIVO
415,97,Mazda,RX4,ATIVO
416,28,Dodge,Challenger,ATIVO
417,14,Mazda,RX4,ATIVO
418,85,Merc,230,ATIVO
419,63,Merc,280,ATIVO
420,50,Ferrari,Dino,ATIVO
421,56,Merc,280,ATIVO
422,98,Merc,280C,ATIVO
423,30,Volvo,142E,ATIVO
424,55,Datsun,710,INATIVO
425,29,Toyota,Corona,ATIVO
426,24,Dodge,Challenger,ATIVO
427,13,Lincoln,Continental,ATIVO
428,68,Ford,Pantera,ATIVO
429,32,Ferrari,Dino,ATIVO
430,36,Cadillac,Fleetwood,ATIVO
431,96,Duster,360,ATIVO
432,18,Honda,Civic,INATIVO
433,98,Merc,450SLC,ATIVO
434,37,Mazda,RX4,ATIVO
435,41,Ferrari,Dino,ATIVO
436,45,Merc,230,ATIVO
437,82,Ferrari,Dino,ATIVO
438,17,Merc,450SL,ATIVO
439,74,Ford,Pantera,INATIVO
440,41,Cadillac,Fleetwood,ATIVO
441,25,AMC,Javelin,ATIVO
442,52,Ferrari,Dino,ATIVO
443,59,Toyota,Corona,ATIVO
444,21,Dodge,Challenger,ATIVO
445,88,Ferrari,Dino,INATIVO
446,33,Hornet,Sportabout,ATIVO
447,84,Mazda,RX4,INATIVO
448,24,Merc,450SL,ATIVO
449,51,Merc,450SE,ATIVO
450,21,Porsche,914-2,ATIVO
451,22,Hornet,4,ATIVO
452,10,AMC,Javelin,ATIVO
453,43,Camaro,Z28,ATIVO
454,63,Mazda,RX4,ATIVO
455,83,Merc,280C,ATIVO
456,73,Honda,Civic,ATIVO
457,63,Hornet,4,ATIVO
458,65,Merc,230,ATIVO
459,28,Merc,450SE,ATIVO
460,51,Lotus,Europa,ATIVO
461,99,Merc,240D,ATIVO
462,10,Merc,450SLC,ATIVO
463,85,Toyota,Corona,ATIVO
464,4,Pontiac,Firebird,ATIVO
465,58,Pontiac,Firebird,INATIVO
466,33,Cadillac,Fleetwood,ATIVO
467,13,Lotus,Europa,ATIVO
468,21,Fiat,X1-9,ATIVO
469,90,Chrysler,Imperial,ATIVO
470,33,Chrysler,Imperial,ATIVO
471,41,Toyota,Corolla,ATIVO
472,10,Volvo,142E,ATIVO
473,68,Duster,360,ATIVO
474,90,Datsun,710,ATIVO
475,82,Merc,450SL,ATIVO
476,11,Duster,360,ATIVO
477,75,Mazda,RX4,ATIVO
478,59,Dodge,Challenger,ATIVO
479,13,Datsun,710,ATIVO
480,28,Dodge,Challenger,ATIVO
481,47,Camaro,Z28,ATIVO
482,93,Merc,280,ATIVO
483,73,Fiat,128,ATIVO
484,26,Maserati,Bora,ATIVO
485,65,Merc,240D,ATIVO
486,18,Mazda,RX4,ATIVO
487,7,Cadillac,Fleetwood,ATIVO
488,50,Honda,Civic,ATIVO
489,46,Lincoln,Continental,ATIVO
490,54,Mazda,RX4,ATIVO
491,60,Ford,Pantera,ATIVO
492,61,Fiat,X1-9,ATIVO
493,12,Maserati,Bora,ATIVO
494,20,Merc,280,ATIVO
495,70,Maserati,Bora,ATIVO
496,38,Merc,230,ATIVO
497,97,Toyota,Corolla,ATIVO
498,47,Dodge,Challenger,ATIVO
499,90,Honda,Civic,ATIVO
500,98,Merc,450SE,ATIVO
501,56,Lotus,Europa,ATIVO
502,17,Merc,280C,ATIVO
503,22,Merc,280,ATIVO
504,16,Cadillac,Fleetwood,ATIVO
505,73,Toyota,Corona,ATIVO
506,50,Lincoln,Continental,ATIVO
507,88,Cadillac,Fleetwood,ATIVO
508,36,Pontiac,Firebird,ATIVO
509,36,Toyota,Corolla,ATIVO
510,52,Merc,450SE,ATIVO
511,66,Pontiac,Firebird,ATIVO
512,23,AMC,Javelin,ATIVO
513,52,Fiat,X1-9,ATIVO
514,93,Mazda,RX4,ATIVO
515,92,Fiat,128,ATIVO
516,51,Merc,450SE,ATIVO
517,15,Volvo,142E,ATIVO
518,12,AMC,Javelin,ATIVO
519,3,Pontiac,Firebird,ATIVO
520,58,Hornet,Sportabout,ATIVO
521,29,Ferrari,Dino,ATIVO
522,90,Merc,280,ATIVO
523,61,Merc,450SE,ATIVO
524,42,Honda,Civic,ATIVO
525,89,AMC,Javelin,ATIVO
526,76,Merc,450SL,ATIVO
527,33,Lincoln,Continental,INATIVO
528,23,Toyota,Corolla,ATIVO
529,5,Lincoln,Continental,ATIVO
530,64,Toyota,Corona,INATIVO
531,18,Lincoln,Continental,ATIVO
532,1,Fiat,X1-9,ATIVO
533,77,Merc,450SL,ATIVO
534,64,Ferrari,Dino,ATIVO
535,25,Hornet,Sportabout,ATIVO
536,96,Dodge,Challenger,ATIVO
537,58,Merc,280,ATIVO
538,34,Merc,280,ATIVO
539,11,Hornet,Sportabout,ATIVO
540,66,Merc,450SLC,ATIVO
541,91,Cadillac,Fleetwood,ATIVO
542,56,Honda,Civic,ATIVO
543,51,Dodge,Challenger,ATIVO
544,21,Fiat,X1-9,ATIVO
545,53,Duster,360,ATIVO
546,86,Camaro,Z28,ATIVO
547,50,Honda,Civic,ATIVO
548,44,Lotus,Europa,ATIVO
549,33,Volvo,142E,ATIVO
550,84,Camaro,Z28,ATIVO
551,23,Camaro,Z28,ATIVO
552,9,Lincoln,Continental,ATIVO
553,90,Mazda,RX4,ATIVO
554,69,Duster,360,ATIVO
555,20,Pontiac,Firebird,ATIVO
556,24,Dodge,Challenger,ATIVO
557,62,Porsche,914-2,ATIVO
558,89,Merc,280C,ATIVO
559,16,Merc,280,ATIVO
560,98,Lincoln,Continental,ATIVO
561,32,Camaro,Z28,ATIVO
562,53,Merc,280C,ATIVO
563,53,Pontiac,Firebird,ATIVO
564,97,Fiat,128,ATIVO
565,96,Maserati,Bora,ATIVO
566,85,Maserati,Bora,ATIVO
567,10,Fiat,X1-9,ATIVO
568,8,Toyota,Corolla,ATIVO
569,30,Toyota,Corolla,ATIVO
570,7,Hornet,4,ATIVO
571,31,Datsun,710,ATIVO
572,62,Duster,360,ATIVO
573,92,Lotus,Europa,ATIVO
574,21,Ford,Pantera,ATIVO
575,30,Camaro,Z28,ATIVO
576,34,Lincoln,Continental,ATIVO
577,41,Merc,450SLC,ATIVO
578,13,Hornet,Sportabout,ATIVO
579,8,Merc,240D,ATIVO
580,74,Merc,240D,INATIVO
581,17,Cadillac,Fleetwood,INATIVO
582,68,Volvo,142E,ATIVO
583,42,Dodge,Challenger,ATIVO
584,9,Merc,450SE,ATIVO
585,34,Lotus,Europa,ATIVO
586,58,Merc,280C,ATIVO
587,58,Merc,240D,ATIVO
588,98,Merc,450SL,ATIVO
589,47,Merc,240D,ATIVO
590,80,Merc,450SL,ATIVO
591,53,Merc,450SLC,ATIVO
592,12,Ferrari,Dino,ATIVO
593,25,Toyota,Corona,ATIVO
594,30,Mazda,RX4,ATIVO
595,18,Volvo,142E,ATIVO
596,81,Porsche,914-2,ATIVO
597,78,AMC,Javelin,ATIVO
598,8,Merc,230,ATIVO
599,29,Mazda,RX4,ATIVO
600,19,Fiat,128,ATIVO
601,22,Dodge,Challenger,ATIVO
602,9,Merc,450SL,ATIVO
603,18,Chrysler,Imperial,ATIVO
604,15,Chrysler,Imperial,ATIVO
605,97,Honda,Civic,ATIVO
606,2,Cadillac,Fleetwood,ATIVO
607,92,Porsche,914-2,ATIVO
608,36,Merc,240D,ATIVO
609,90,Toyota,Corolla,ATIVO
610,83,Datsun,710,ATIVO
611,57,Merc,450SE,ATIVO
612,90,Merc,450SLC,ATIVO
613,88,Merc,450SE,ATIVO
614,48,Fiat,X1-9,ATIVO
615,8,Merc,450SE,ATIVO
616,94,Pontiac,Firebird,ATIVO
617,48,Dodge,Challenger,ATIVO
618,90,Merc,230,ATIVO
619,86,Chrysler,Imperial,ATIVO
620,83,Merc,450SLC,ATIVO
621,30,Datsun,710,ATIVO
622,61,Merc,240D,ATIVO
623,56,Datsun,710,ATIVO
624,100,Hornet,4,ATIVO
625,66,Camaro,Z28,ATIVO
626,12,Camaro,Z28,ATIVO
627,90,Mazda,RX4,ATIVO
628,91,Hornet,Sportabout,ATIVO
629,28,Pontiac,Firebird,ATIVO
630,19,Toyota,Corona,ATIVO
631,30,Fiat,128,ATIVO
632,19,Merc,450SL,ATIVO
633,12,Pontiac,Firebird,INATIVO
634,29,Chrysler,Imperial,ATIVO
635,83,Merc,280C,ATIVO
636,13,Honda,Civic,ATIVO
637,69,Hornet,4,ATIVO
638,54,Cadillac,Fleetwood,ATIVO
639,34,Merc,280,ATIVO
640,69,Dodge,Challenger,INATIVO
641,44,Hornet,Sportabout,ATIVO
642,7,Merc,240D,ATIVO
643,36,Merc,240D,ATIVO
644,58,Merc,450SLC,ATIVO
645,20,Fiat,X1-9,INATIVO
646,28,Mazda,RX4,ATIVO
647,50,Merc,450SL,ATIVO
648,6,Dodge,Challenger,ATIVO
649,94,AMC,Javelin,ATIVO
650,68,Lincoln,Continental,ATIVO
651,47,Datsun,710,ATIVO
652,10,Merc,450SE,ATIVO
653,78,Merc,280C,ATIVO
654,65,Ferrari,Dino,ATIVO
655,95,Fiat,X1-9,ATIVO
656,54,Duster,360,ATIVO
657,94,Merc,450SL,ATIVO
658,18,Merc,230,ATIVO
659,13,Dodge,Challenger,ATIVO
660,27,Hornet,Sportabout,ATIVO
661,59,Chrysler,Imperial,ATIVO
662,6,Hornet,Sportabout,ATIVO
663,14,Honda,Civic,ATIVO
664,74,Fiat,X1-9,ATIVO
665,66,Merc,450SLC,ATIVO
666,63,Dodge,Challenger,ATIVO
667,64,Merc,450SE,ATIVO
668,48,Camaro,Z28,ATIVO
669,82,Toyota,Corona,ATIVO
670,44,Ford,Pantera,ATIVO
671,71,Merc,450SLC,ATIVO
672,3,Merc,230,ATIVO
673,55,Mazda,RX4,ATIVO
674,76,Datsun,710,ATIVO
675,85,Ford,Pantera,ATIVO
676,62,Mazda,RX4,ATIVO
677,32,Merc,280C,ATIVO
678,95,Chrysler,Imperial,ATIVO
679,31,Merc,450SE,ATIVO
680,82,Porsche,914-2,ATIVO
681,91,AMC,Javelin,ATIVO
682,80,Hornet,Sportabout,ATIVO
683,34,Camaro,Z28,ATIVO
684,59,Hornet,Sportabout,ATIVO
685,12,Volvo,142E,ATIVO
686,35,Duster,360,ATIVO
687,66,Mazda,RX4,ATIVO
688,84,Ferrari,Dino,ATIVO
689,91,Camaro,Z28,ATIVO
690,70,Ford,Pantera,ATIVO
691,95,Maserati,Bora,ATIVO
692,12,Datsun,710,ATIVO
693,93,Chrysler,Imperial,ATIVO
694,69,Fiat,128,ATIVO
695,64,Merc,450SL,ATIVO
696,34,Chrysler,Imperial,ATIVO
697,52,Volvo,142E,ATIVO
698,25,Camaro,Z28,ATIVO
699,2,Merc,450SLC,ATIVO
700,24,Volvo,142E,ATIVO
701,19,Ferrari,Dino,ATIVO
702,96,Cadillac,Fleetwood,ATIVO
703,42,Mazda,RX4,ATIVO
704,71,Porsche,914-2,ATIVO
705,26,Camaro,Z28,ATIVO
706,59,Toyota,Corona,ATIVO
707,19,Maserati,Bora,ATIVO
708,83,Merc,280,ATIVO
709,87,Dodge,Challenger,ATIVO
710,50,Cadillac,Fleetwood,ATIVO
711,97,Datsun,710,ATIVO
712,63,Merc,450SLC,ATIVO
713,38,Merc,230,ATIVO
714,46,AMC,Javelin,ATIVO
715,36,Merc,450SL,INATIVO
716,94,Merc,230,ATIVO
717,84,Volvo,142E,ATIVO
718,20,Merc,450SE,INATIVO
719,12,Maserati,Bora,ATIVO
720,83,Fiat,128,ATIVO
721,34,Hornet,4,ATIVO
722,83,Volvo,142E,ATIVO
723,89,Merc,280C,ATIVO
724,43,Hornet,4,ATIVO
725,82,Merc,450SLC,ATIVO
726,83,AMC,Javelin,ATIVO
727,72,Cadillac,Fleetwood,ATIVO
728,23,Merc,280C,ATIVO
729,25,Merc,280,ATIVO
730,11,Camaro,Z28,ATIVO
731,12,AMC,Javelin,ATIVO
732,11,Toyota,Corolla,ATIVO
733,98,Lotus,Europa,ATIVO
734,62,Duster,360,ATIVO
735,21,Pontiac,Firebird,ATIVO
736,46,Chrysler,Imperial,ATIVO
737,65,Fiat,X1-9,ATIVO
738,84,Mazda,RX4,ATIVO
739,28,Fiat,X1-9,ATIVO
740,20,Camaro,Z28,ATIVO
741,15,Fiat,128,ATIVO
